run,pattern,sum,valid_total,invalid_total,trials,valid_rate,parallel,reverse,block_rnd,copy_rnd,scramble_rnd,blocks,copy_cycles,settle_cycles,valid_pair_count,coverage,coverage_rate,valid_entropy_norm,valid_tv_from_uniform
sum_idea34_integer4,idea 3+4 integer shadow/window,18,897,103,1000,0.897,false,false,1,0,2,"40,40,40,40",2,160,13,13,1.0,0.9829376359861759,0.12486064659977704
sum_idea34_integer4,idea 3+4 integer shadow/window,19,900,100,1000,0.9,false,false,1,0,2,"40,40,40,40",2,160,12,12,1.0,0.97729495889526,0.15444444444444444
sum_idea34_integer4,idea 3+4 integer shadow/window,20,886,114,1000,0.886,false,false,1,0,2,"40,40,40,40",2,160,11,11,1.0,0.9742952010415198,0.16509337163964705
sum_idea34_integer4,idea 3+4 integer shadow/window,21,876,124,1000,0.876,false,false,1,0,2,"40,40,40,40",2,160,10,10,1.0,0.9811049398114022,0.13630136986301367
sum_idea34_integer4,idea 3+4 integer shadow/window,22,884,116,1000,0.884,false,false,1,0,2,"40,40,40,40",2,160,9,9,1.0,0.9768465389001025,0.12041226747109102
sum_idea34_integer4,idea 3+4 integer shadow/window,23,886,114,1000,0.886,false,false,1,0,2,"40,40,40,40",2,160,8,8,1.0,0.9988420160976237,0.031320541760722354
sum_idea34_integer4,idea 3+4 integer shadow/window,24,785,215,1000,0.785,false,false,1,0,2,"40,40,40,40",2,160,7,7,1.0,0.999022067826706,0.024749772520473154
sum_idea34_integer4,idea 3+4 integer shadow/window,25,673,327,1000,0.673,false,false,1,0,2,"40,40,40,40",2,160,6,6,1.0,0.9978612933101816,0.0316988608221892
sum_idea34_integer4,idea 3+4 integer shadow/window,26,564,436,1000,0.564,false,false,1,0,2,"40,40,40,40",2,160,5,5,1.0,0.9968868085763106,0.03794326241134752
sum_idea34_integer4,idea 3+4 integer shadow/window,27,452,548,1000,0.452,false,false,1,0,2,"40,40,40,40",2,160,4,4,1.0,0.9982791731319787,0.028761061946902672
sum_idea34_integer4,idea 3+4 integer shadow/window,28,331,669,1000,0.331,false,false,1,0,2,"40,40,40,40",2,160,3,3,1.0,0.9988552427729102,0.02316213494461225
sum_idea34_integer4,idea 3+4 integer shadow/window,29,227,773,1000,0.227,false,false,1,0,2,"40,40,40,40",2,160,2,2,1.0,0.9938176644369766,0.04625550660792954
sum_idea34_integer4,idea 3+4 integer shadow/window,30,87,913,1000,0.087,false,false,1,0,2,"40,40,40,40",2,160,1,1,1.0,1.0,0.0
sum_idea4_parallel4,idea 4 only parallel shadow,0,70,930,1000,0.07,true,false,1,0,2,"40,40,40,40",2,160,1,1,1.0,1.0,0.0
sum_idea4_parallel4,idea 4 only parallel shadow,1,172,828,1000,0.172,true,false,1,0,2,"40,40,40,40",2,160,2,2,1.0,0.9834537187362687,0.07558139534883723
sum_idea4_parallel4,idea 4 only parallel shadow,2,275,725,1000,0.275,true,false,1,0,2,"40,40,40,40",2,160,3,3,1.0,0.9956241989074842,0.0412121212121212
sum_idea4_parallel4,idea 4 only parallel shadow,3,374,626,1000,0.374,true,false,1,0,2,"40,40,40,40",2,160,4,4,1.0,0.9988750006949761,0.0267379679144385
sum_idea4_parallel4,idea 4 only parallel shadow,4,522,478,1000,0.522,true,false,1,0,2,"40,40,40,40",2,160,5,5,1.0,0.9893033091093741,0.08582375478927202
sum_idea4_parallel4,idea 4 only parallel shadow,5,658,342,1000,0.658,true,false,1,0,2,"40,40,40,40",2,160,6,6,1.0,0.9935021203641313,0.06231003039513677
sum_idea4_parallel4,idea 4 only parallel shadow,6,752,248,1000,0.752,true,false,1,0,2,"40,40,40,40",2,160,7,7,1.0,0.9929021342071226,0.07674772036474163
sum_idea4_parallel4,idea 4 only parallel shadow,7,821,179,1000,0.821,true,false,1,0,2,"40,40,40,40",2,160,8,8,1.0,0.9993347207431328,0.02207673568818514
sum_idea4_parallel4,idea 4 only parallel shadow,8,781,219,1000,0.781,true,false,1,0,2,"40,40,40,40",2,160,9,9,1.0,0.9670747861111404,0.13899558969981507
sum_idea4_parallel4,idea 4 only parallel shadow,9,822,178,1000,0.822,true,false,1,0,2,"40,40,40,40",2,160,10,10,1.0,0.9597163946115923,0.19805352798053527
sum_idea4_parallel4,idea 4 only parallel shadow,10,777,223,1000,0.777,true,false,1,0,2,"40,40,40,40",2,160,11,11,1.0,0.953154964002741,0.21212121212121213
sum_idea4_parallel4,idea 4 only parallel shadow,11,805,195,1000,0.805,true,false,1,0,2,"40,40,40,40",2,160,12,12,1.0,0.9574839744604678,0.21821946169772255
sum_idea4_parallel4,idea 4 only parallel shadow,12,804,196,1000,0.804,true,false,1,0,2,"40,40,40,40",2,160,13,13,1.0,0.9792185983132228,0.13050133945656334
sum_idea4_parallel4,idea 4 only parallel shadow,13,849,151,1000,0.849,true,false,1,0,2,"40,40,40,40",2,160,14,14,1.0,0.9878206386074093,0.10104324415278479
sum_idea4_parallel4,idea 4 only parallel shadow,14,811,189,1000,0.811,true,false,1,0,2,"40,40,40,40",2,160,15,15,1.0,0.9934216279361454,0.08565556925606248
sum_idea4_parallel4,idea 4 only parallel shadow,15,815,185,1000,0.815,true,false,1,0,2,"40,40,40,40",2,160,16,16,1.0,0.9984820968591374,0.03872699386503068
sum_idea4_parallel4,idea 4 only parallel shadow,16,803,197,1000,0.803,true,false,1,0,2,"40,40,40,40",2,160,15,15,1.0,0.998481521234111,0.0352843503528435
sum_idea4_parallel4,idea 4 only parallel shadow,17,840,160,1000,0.84,true,false,1,0,2,"40,40,40,40",2,160,14,14,1.0,0.9941852600166904,0.06666666666666668
sum_idea4_parallel4,idea 4 only parallel shadow,18,794,206,1000,0.794,true,false,1,0,2,"40,40,40,40",2,160,13,13,1.0,0.9843822565901137,0.12797907382290255
sum_idea4_parallel4,idea 4 only parallel shadow,19,815,185,1000,0.815,true,false,1,0,2,"40,40,40,40",2,160,12,12,1.0,0.9880773097462308,0.10848670756646214
sum_idea4_parallel4,idea 4 only parallel shadow,20,798,202,1000,0.798,true,false,1,0,2,"40,40,40,40",2,160,11,11,1.0,0.9661527290179723,0.1820460241512873
sum_idea4_parallel4,idea 4 only parallel shadow,21,833,167,1000,0.833,true,false,1,0,2,"40,40,40,40",2,160,10,10,1.0,0.9650610919997714,0.17430972388955582
sum_idea4_parallel4,idea 4 only parallel shadow,22,789,211,1000,0.789,true,false,1,0,2,"40,40,40,40",2,160,9,9,1.0,0.9601203449320875,0.1563160118293198
sum_idea4_parallel4,idea 4 only parallel shadow,23,789,211,1000,0.789,true,false,1,0,2,"40,40,40,40",2,160,8,8,1.0,0.9995088275263445,0.018852978453738907
sum_idea4_parallel4,idea 4 only parallel shadow,24,744,256,1000,0.744,true,false,1,0,2,"40,40,40,40",2,160,7,7,1.0,0.9989391942475552,0.024385560675883267
sum_idea4_parallel4,idea 4 only parallel shadow,25,676,324,1000,0.676,true,false,1,0,2,"40,40,40,40",2,160,6,6,1.0,0.9994618661801087,0.019230769230769232
sum_idea4_parallel4,idea 4 only parallel shadow,26,538,462,1000,0.538,true,false,1,0,2,"40,40,40,40",2,160,5,5,1.0,0.9896027232804931,0.07323420074349445
sum_idea4_parallel4,idea 4 only parallel shadow,27,451,549,1000,0.451,true,false,1,0,2,"40,40,40,40",2,160,4,4,1.0,0.9996828449555629,0.014412416851441234
sum_idea4_parallel4,idea 4 only parallel shadow,28,291,709,1000,0.291,true,false,1,0,2,"40,40,40,40",2,160,3,3,1.0,0.9965828349334065,0.04123711340206185
sum_idea4_parallel4,idea 4 only parallel shadow,29,187,813,1000,0.187,true,false,1,0,2,"40,40,40,40",2,160,2,2,1.0,0.9940302114769566,0.04545454545454544
sum_idea4_parallel4,idea 4 only parallel shadow,30,60,940,1000,0.06,true,false,1,0,2,"40,40,40,40",2,160,1,1,1.0,1.0,0.0
