session,run,direction,a,b,target,hits,trials,success_probability,top,top_count
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,3,11,66,100,0.66,11,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,4,12,71,100,0.71,12,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,5,13,60,100,0.6,13,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,6,14,60,100,0.6,14,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,7,15,48,100,0.48,15,48
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,8,16,79,100,0.79,16,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,9,17,90,100,0.9,17,90
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,10,18,78,100,0.78,18,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,11,19,66,100,0.66,19,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,12,20,74,100,0.74,20,74
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,13,21,66,100,0.66,21,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,14,22,67,100,0.67,22,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,8,15,23,49,100,0.49,23,49
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,0,9,83,100,0.83,9,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,1,10,69,100,0.69,10,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,2,11,67,100,0.67,11,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,3,12,52,100,0.52,12,52
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,4,13,66,100,0.66,13,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,5,14,65,100,0.65,14,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,6,15,50,100,0.5,15,50
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,7,16,52,100,0.52,16,52
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,8,17,86,100,0.86,17,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,9,18,71,100,0.71,18,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,10,19,70,100,0.7,19,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,11,20,65,100,0.65,20,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,12,21,69,100,0.69,21,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,13,22,65,100,0.65,22,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,14,23,55,100,0.55,23,55
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,9,15,24,51,100,0.51,24,51
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,0,10,83,100,0.83,10,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,1,11,62,100,0.62,11,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,2,12,64,100,0.64,12,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,3,13,65,100,0.65,13,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,4,14,64,100,0.64,14,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,5,15,52,100,0.52,15,52
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,6,16,71,100,0.71,16,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,7,17,51,100,0.51,17,51
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,8,18,75,100,0.75,18,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,9,19,72,100,0.72,19,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,10,20,65,100,0.65,20,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,11,21,69,100,0.69,21,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,12,22,55,100,0.55,22,55
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,13,23,52,100,0.52,23,52
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,14,24,75,100,0.75,24,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,10,15,25,68,100,0.68,25,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,0,11,66,100,0.66,11,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,1,12,54,100,0.54,12,54
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,2,13,57,100,0.57,13,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,3,14,66,100,0.66,14,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,4,15,56,100,0.56,15,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,5,16,45,100,0.45,16,45
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,6,17,49,100,0.49,17,49
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,7,18,60,100,0.6,18,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,8,19,68,100,0.68,19,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,9,20,60,100,0.6,20,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,10,21,67,100,0.67,21,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,11,22,70,100,0.7,22,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,12,23,68,100,0.68,23,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,13,24,65,100,0.65,24,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,14,25,63,100,0.63,25,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,11,15,26,80,100,0.8,26,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,0,12,76,100,0.76,12,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,1,13,65,100,0.65,13,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,2,14,58,100,0.58,14,58
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,3,15,47,100,0.47,15,47
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,4,16,72,100,0.72,16,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,5,17,75,100,0.75,17,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,6,18,66,100,0.66,18,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,7,19,61,100,0.61,19,61
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,8,20,65,100,0.65,20,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,9,21,69,100,0.69,21,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,10,22,61,100,0.61,22,61
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,11,23,56,100,0.56,23,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,12,24,83,100,0.83,24,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,13,25,76,100,0.76,25,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,14,26,70,100,0.7,26,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,12,15,27,63,100,0.63,27,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,0,13,68,100,0.68,13,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,1,14,56,100,0.56,14,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,2,15,57,100,0.57,15,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,3,16,47,100,0.47,16,47
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,4,17,64,100,0.64,17,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,5,18,59,100,0.59,18,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,6,19,66,100,0.66,19,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,7,20,68,100,0.68,20,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,8,21,73,100,0.73,21,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,9,22,52,100,0.52,22,52
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,10,23,61,100,0.61,23,61
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,11,24,51,100,0.51,24,51
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,12,25,85,100,0.85,25,85
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,13,26,75,100,0.75,26,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,14,27,80,100,0.8,27,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,13,15,28,54,100,0.54,28,54
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,0,14,56,100,0.56,14,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,1,15,57,100,0.57,15,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,2,16,57,100,0.57,16,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,3,17,55,100,0.55,17,55
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,4,18,71,100,0.71,18,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,5,19,60,100,0.6,19,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,6,20,75,100,0.75,20,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,7,21,64,100,0.64,21,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,8,22,64,100,0.64,22,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,9,23,60,100,0.6,23,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,10,24,68,100,0.68,24,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,11,25,64,100,0.64,25,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,12,26,75,100,0.75,26,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,13,27,73,100,0.73,27,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,14,28,83,100,0.83,28,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,14,15,29,82,100,0.82,29,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,0,15,54,100,0.54,15,54
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,1,16,44,100,0.44,16,44
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,2,17,56,100,0.56,17,56
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,3,18,60,100,0.6,18,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,4,19,54,100,0.54,19,54
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,5,20,58,100,0.58,20,58
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,6,21,65,100,0.65,21,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,7,22,76,100,0.76,22,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,8,23,62,100,0.62,23,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,9,24,59,100,0.59,24,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,10,25,69,100,0.69,25,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,11,26,78,100,0.78,26,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,12,27,65,100,0.65,27,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,13,28,67,100,0.67,28,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,14,29,75,100,0.75,29,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,forward,15,15,30,83,100,0.83,30,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,0,0,59,100,0.59,0,59
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,1,1,60,100,0.6,0,60
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,2,2,71,100,0.71,0,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,3,3,66,100,0.66,0,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,4,4,64,100,0.64,0,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,5,5,62,100,0.62,0,62
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,6,6,68,100,0.68,0,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,7,7,64,100,0.64,0,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,8,8,75,100,0.75,0,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,9,9,65,100,0.65,0,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,10,10,65,100,0.65,0,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,11,11,65,100,0.65,0,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,12,12,71,100,0.71,0,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,13,13,70,100,0.7,0,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,14,14,67,100,0.67,0,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,0,15,15,64,100,0.64,0,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,0,1,79,100,0.79,1,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,1,2,74,100,0.74,1,74
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,2,3,72,100,0.72,1,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,3,4,88,100,0.88,1,88
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,4,5,84,100,0.84,1,84
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,5,6,69,100,0.69,1,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,6,7,75,100,0.75,1,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,7,8,82,100,0.82,1,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,8,9,73,100,0.73,1,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,9,10,68,100,0.68,1,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,10,11,78,100,0.78,1,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,11,12,87,100,0.87,1,87
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,12,13,80,100,0.8,1,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,13,14,66,100,0.66,1,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,14,15,73,100,0.73,1,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,1,15,16,91,100,0.91,1,91
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,0,2,82,100,0.82,2,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,1,3,81,100,0.81,2,81
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,2,4,77,100,0.77,2,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,3,5,78,100,0.78,2,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,4,6,88,100,0.88,2,88
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,5,7,79,100,0.79,2,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,6,8,82,100,0.82,2,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,7,9,82,100,0.82,2,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,8,10,78,100,0.78,2,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,9,11,77,100,0.77,2,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,10,12,77,100,0.77,2,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,11,13,65,100,0.65,2,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,12,14,89,100,0.89,2,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,13,15,82,100,0.82,2,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,14,16,77,100,0.77,2,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,2,15,17,82,100,0.82,2,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,0,3,83,100,0.83,3,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,1,4,68,100,0.68,3,68
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,2,5,77,100,0.77,3,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,3,6,71,100,0.71,3,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,4,7,88,100,0.88,3,88
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,5,8,80,100,0.8,3,80
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,6,9,89,100,0.89,3,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,7,10,74,100,0.74,3,74
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,8,11,83,100,0.83,3,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,9,12,66,100,0.66,3,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,10,13,82,100,0.82,3,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,11,14,57,100,0.57,3,57
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,12,15,89,100,0.89,3,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,13,16,76,100,0.76,3,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,14,17,88,100,0.88,3,88
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,3,15,18,74,100,0.74,3,74
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,0,4,79,100,0.79,4,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,1,5,75,100,0.75,4,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,2,6,78,100,0.78,4,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,3,7,76,100,0.76,4,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,4,8,67,100,0.67,4,67
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,5,9,65,100,0.65,4,65
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,6,10,76,100,0.76,4,76
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,7,11,72,100,0.72,4,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,8,12,83,100,0.83,4,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,9,13,78,100,0.78,4,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,10,14,72,100,0.72,4,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,11,15,79,100,0.79,4,79
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,12,16,73,100,0.73,4,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,13,17,72,100,0.72,4,72
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,14,18,71,100,0.71,4,71
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,4,15,19,64,100,0.64,4,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,0,5,86,100,0.86,5,86
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,1,6,78,100,0.78,5,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,2,7,89,100,0.89,5,89
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,3,8,66,100,0.66,5,66
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,4,9,82,100,0.82,5,82
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,5,10,63,100,0.63,5,63
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,6,11,70,100,0.7,5,70
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,7,12,73,100,0.73,5,73
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,8,13,78,100,0.78,5,78
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,9,14,84,100,0.84,5,84
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,10,15,83,100,0.83,5,83
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,11,16,77,100,0.77,5,77
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,12,17,81,100,0.81,5,81
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,13,18,64,100,0.64,5,64
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,14,19,69,100,0.69,5,69
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,5,15,20,75,100,0.75,5,75
idea 4 only parallel shadow RCA,idea4_shadow_parallel4,inverse_bsum,6,0,6,87,100,0.87,6,87
